"transaction_id","transaction_date","customer_id","amount"
135,"2014-02-15",34,25.6
136,"2014-08-03",34,2.47
137,"2015-12-14",34,5.02
138,"2013-06-21",34,2.23
139,"2014-07-24",34,12.3
140,"2012-07-25",34,12.82
141,"2013-10-03",35,2.74
142,"2014-10-13",35,0.25
143,"2010-10-27",36,9.72
144,"2014-10-23",36,4.3
145,"2013-12-19",36,2.45
146,"2013-09-29",36,4.78
147,"2015-09-15",36,11.75
148,"2013-01-21",36,0.94
149,"2014-06-26",36,8.21
150,"2013-04-17",37,2.99
151,"2015-06-07",37,0.04
152,"2014-07-14",37,9.51
153,"2014-04-07",37,12.7
154,"2015-08-05",37,11.29
155,"2015-03-24",37,4.83
156,"2014-03-07",37,2.3
157,"2015-02-13",37,5.52
158,"2015-07-13",38,6
159,"2015-12-16",38,7.18
160,"2011-08-29",39,12.39
161,"2015-07-04",40,17.82
162,"2011-12-23",41,0.75
163,"2012-09-11",41,3.47
164,"2014-01-20",41,29.12
165,"2013-02-23",41,8.49
166,"2012-12-29",41,3.49
167,"2010-11-07",42,11.57
168,"2014-11-01",42,3.27
169,"2013-09-08",43,9.8
170,"2014-12-16",43,14.94
171,"2014-05-31",43,4.97
172,"2012-04-15",44,0.73
173,"2013-10-26",44,3.69
174,"2013-11-04",44,11.4
175,"2014-08-09",44,22.53
176,"2014-08-05",45,19.95
177,"2015-01-13",46,11.39
178,"2014-01-23",47,1.55
179,"2014-03-06",47,11.12
180,"2015-11-20",47,10.66
181,"2015-10-25",47,2.61
182,"2015-09-01",47,5.97
183,"2015-04-06",47,24.05
184,"2010-11-09",48,8.91
185,"2014-04-10",48,9.77
186,"2013-01-03",48,1.43
187,"2012-05-09",48,5.9
188,"2014-06-17",48,8.11
189,"2015-09-17",48,8.19
190,"2014-08-26",48,4.57
191,"2014-12-24",48,12.2
192,"2012-01-25",48,13.24
193,"2011-04-07",48,8.2
194,"2013-06-10",49,12.61
195,"2014-11-18",49,5.28
196,"2014-01-25",49,1.08
197,"2014-10-28",49,10.12
198,"2015-07-29",50,22.84
199,"2013-07-22",51,10.19
200,"2015-06-07",51,5.4
201,"2013-08-20",52,10.49
202,"2015-02-15",52,7.83
203,"2014-03-01",52,7.85
204,"2015-01-26",52,1.57
205,"2015-11-19",52,0.96
206,"2014-05-05",53,8.83
207,"2014-02-26",54,1.92
208,"2014-11-12",54,0.25
209,"2015-05-01",54,13.85
210,"2015-11-12",55,11.6
211,"2011-10-18",56,15.1
212,"2013-02-23",56,5.49
213,"2011-12-27",56,0.9
214,"2014-11-12",56,6.69
215,"2012-05-15",56,7.21
216,"2012-11-03",56,8.09
217,"2013-01-01",56,11.61
218,"2012-09-19",56,10.48
219,"2010-03-15",57,1.64
220,"2012-12-04",57,6.58
221,"2013-05-30",57,10.76
222,"2012-02-15",57,5.55
223,"2012-01-22",57,9.96
224,"2010-03-27",58,3.54
225,"2012-05-10",58,3.35
226,"2012-06-15",58,10.64
227,"2011-01-19",58,2.64
228,"2014-10-31",58,6.97
229,"2011-09-08",58,5.81
230,"2012-08-12",58,3.89
231,"2012-12-12",58,8.67
232,"2011-03-03",59,6.93
233,"2012-02-19",59,3.54
234,"2014-03-17",59,9.49
235,"2014-03-22",59,9.6
236,"2015-03-05",59,13.92
237,"2010-04-13",60,12.23
238,"2015-08-29",61,3.45
239,"2015-01-31",62,5.86
240,"2015-09-11",62,14.74
241,"2015-02-26",62,13.46
242,"2013-05-16",63,12.79
243,"2015-07-06",63,13.33
244,"2015-03-07",63,4.43
245,"2015-05-06",64,7.21
246,"2015-09-25",64,4.26
247,"2015-07-10",64,7.49
248,"2012-05-08",65,4.95
249,"2013-09-07",65,3.47
250,"2015-09-14",65,0.39
251,"2012-08-05",65,1.35
252,"2015-08-07",65,0.78
253,"2015-10-28",65,1.25
254,"2013-12-09",65,11.74
255,"2014-02-25",65,14.2
256,"2012-08-31",65,4.82
257,"2013-09-08",65,0.45
258,"2015-09-18",66,0.54
259,"2014-09-16",67,3.4
260,"2015-06-26",68,23.85
261,"2012-06-21",69,38.29
262,"2012-09-27",69,9.18
263,"2015-08-17",69,4.4
264,"2012-08-12",70,10.8
265,"2014-05-03",70,0.37
266,"2013-06-20",70,7.33
267,"2012-10-26",70,23.95
268,"2013-12-16",70,6.29
269,"2014-05-25",70,11.83
270,"2014-03-31",70,2.19
271,"2014-12-23",70,11.66
272,"2015-07-05",71,13.09
273,"2011-10-20",72,2.43
274,"2014-12-07",72,7.57
275,"2012-01-02",72,0.58
276,"2012-11-24",72,3.44
277,"2013-03-30",72,17.72
278,"2015-07-01",72,2.65
279,"2015-07-10",72,7.73
280,"2015-11-18",72,7.28
281,"2012-03-03",72,4.49
282,"2011-11-17",73,5.71
283,"2014-04-10",73,4.48
284,"2014-10-25",73,4.58
285,"2013-11-20",73,8.43
286,"2012-12-03",73,7.38
287,"2012-11-29",73,9.06
288,"2013-12-19",73,6.85
289,"2012-10-31",73,14.21
290,"2015-08-02",73,10.67
291,"2014-11-12",73,9.45
292,"2012-12-27",73,0.87
293,"2013-03-04",73,1.22
294,"2012-11-24",73,18.42
295,"2014-11-10",73,14.44
296,"2013-12-02",73,0.32
297,"2015-04-29",73,9.08
298,"2012-12-22",74,0.76
299,"2015-03-02",74,20.58
300,"2013-05-16",74,7.6
301,"2015-01-11",74,9.41
302,"2013-04-30",75,3.09
303,"2015-07-04",76,11.88
304,"2013-01-04",77,3.83
305,"2014-08-26",77,5.01
306,"2010-05-31",78,4.63
307,"2014-02-06",78,11.55
308,"2011-05-28",79,10.93
309,"2014-08-27",79,1.5
310,"2015-12-20",79,9.3
311,"2013-12-07",79,1.82
312,"2011-08-24",80,15.37
313,"2014-04-30",80,6.61
314,"2015-08-31",80,2.15
315,"2014-11-11",80,2.26
316,"2011-06-01",81,3.02
317,"2011-10-23",81,2.18
318,"2014-07-11",82,4.59
319,"2015-07-16",82,3.64
320,"2015-07-26",82,8.31
321,"2012-07-19",83,10.43
322,"2015-11-22",83,0.71
323,"2014-02-28",83,2.79
324,"2012-09-21",83,14.85
325,"2014-05-27",83,14.05
326,"2015-12-02",83,3.65
327,"2012-07-22",84,3.46
328,"2012-08-14",84,24.27
329,"2013-05-30",84,17.48
330,"2015-03-27",84,1.78
331,"2014-07-18",84,3.95
332,"2015-03-14",84,1.78
333,"2013-10-29",84,8.99
334,"2013-09-22",84,0.25
335,"2013-11-27",84,21.01
336,"2015-06-15",85,3.17
337,"2010-06-04",86,14.72
338,"2013-11-01",87,3.72
339,"2015-06-25",87,2.63
340,"2015-01-06",87,2.86
341,"2012-05-10",88,2.84
342,"2013-04-10",88,7.68
343,"2015-04-18",88,3.59
344,"2014-05-10",88,4.58
345,"2012-12-05",88,1.19
346,"2012-09-10",88,13.06
347,"2014-01-02",88,3.13
348,"2014-10-20",89,20.02
349,"2015-05-04",89,7.78
350,"2015-10-19",89,4.62
351,"2015-10-16",89,0.2
352,"2015-04-02",89,4.57
353,"2013-09-02",90,13.4
354,"2014-06-16",90,18.19
355,"2015-10-13",90,2.64
356,"2015-11-16",90,4.78
357,"2014-09-13",90,11.29
358,"2014-09-07",91,6.41
359,"2012-01-09",92,5.53
360,"2013-03-12",93,4.69
361,"2015-08-21",93,17.4
362,"2013-03-27",93,4.99
363,"2013-03-25",93,12.51
364,"2015-09-09",93,13.34
365,"2014-12-13",93,7.28
366,"2010-03-03",94,10.16
367,"2011-01-14",94,17.93
368,"2010-08-12",94,8.84
369,"2011-10-27",94,13.46
370,"2014-04-25",94,13.08
371,"2010-09-04",94,10.89
372,"2013-05-02",94,29.5
373,"2014-06-10",94,7.67
374,"2014-11-21",94,12.06
375,"2011-07-12",94,20.04
376,"2012-01-29",94,1.06
377,"2011-07-04",95,0.59
378,"2012-09-21",95,3.53
379,"2011-08-03",95,6.33
380,"2013-05-05",95,10.5
381,"2012-02-02",95,3.74
382,"2014-06-09",95,17.78
383,"2014-12-20",95,16.45
384,"2012-06-20",95,0.13
385,"2014-12-12",95,8.1
386,"2013-07-09",95,0.05
387,"2014-12-25",95,15.64
388,"2011-03-20",96,5
389,"2012-07-05",96,10.79
390,"2014-06-20",96,0.2
391,"2013-11-29",96,5.22
392,"2014-10-27",96,15.57
393,"2014-09-20",96,8.57
394,"2012-04-02",96,10.85
395,"2013-06-28",96,3.48
396,"2013-05-24",96,21.98
397,"2015-05-23",96,20.62
398,"2011-06-04",96,20.69
399,"2012-09-22",96,4.55
400,"2012-11-20",96,8.29
401,"2015-10-20",97,0.47
402,"2010-05-16",98,18.13
403,"2011-06-12",98,2.08
404,"2011-07-21",98,9.48
405,"2012-08-01",98,9.17
406,"2013-05-10",98,3.3
407,"2011-04-03",98,8.2
408,"2015-12-28",98,15.19
409,"2010-05-28",98,0.91
410,"2015-09-16",98,2.01
411,"2012-07-05",99,3.79
412,"2014-06-27",99,7.47
413,"2013-08-28",99,0.11
414,"2013-10-29",99,8.85
415,"2011-01-15",100,8.18
416,"2013-12-31",100,30.31
417,"2013-05-15",100,5.16
418,"2011-10-09",101,4.11
419,"2012-07-13",101,10.09
420,"2011-06-30",102,9.81
421,"2013-05-15",102,10.69
422,"2012-02-28",102,4.71
423,"2014-05-20",102,16.06
424,"2011-11-27",102,1.71
425,"2012-06-06",102,11.56
426,"2013-05-12",102,19.12
427,"2012-07-14",102,14.52
428,"2013-01-19",102,15.03
429,"2010-05-28",103,9.05
430,"2013-12-13",103,16.49
431,"2011-02-20",103,3.77
432,"2014-01-28",103,5.63
433,"2014-09-24",103,3.49
434,"2013-01-25",104,4.84
435,"2015-01-09",104,5.59
436,"2013-12-15",104,4.49
437,"2015-03-16",104,0.82
438,"2015-04-29",104,11.34
439,"2014-07-05",104,5.1
440,"2014-09-06",104,12.18
441,"2013-08-11",104,11.63
442,"2013-08-20",105,7.59
443,"2015-06-06",105,16.93
444,"2011-03-29",106,4.83
445,"2012-08-07",106,7.93
446,"2011-04-20",106,7.48
447,"2011-06-18",106,14.74
448,"2013-01-30",107,21.35
449,"2013-12-02",107,5.84
450,"2015-06-02",108,1.57
451,"2010-12-17",109,0.25
452,"2015-02-15",110,1.42
453,"2011-04-30",111,4.42
454,"2013-07-10",112,7.16
455,"2013-08-19",112,10.57
456,"2013-07-18",112,13.06
457,"2015-07-10",112,15.55
458,"2015-08-13",112,2.87
459,"2015-12-26",112,7.24
460,"2015-11-08",112,4.63
461,"2011-09-10",113,6.8
462,"2013-06-01",113,2.08
463,"2013-05-21",113,6.16
464,"2013-12-07",113,8.7
465,"2015-07-08",113,17.31
466,"2012-07-28",113,6.83
467,"2010-09-11",114,2.12
468,"2012-04-28",114,16.35
469,"2013-04-04",114,9.27
470,"2011-12-21",114,15.72
471,"2013-03-31",114,3.81
472,"2012-11-17",114,6.46
473,"2012-11-03",114,5.74
474,"2014-09-29",114,21.81
475,"2013-04-17",114,10.71
476,"2011-01-21",115,11.9
477,"2014-03-18",115,5.34
478,"2015-01-13",115,22.45
479,"2015-10-21",115,11.59
480,"2014-07-14",115,16.28
481,"2011-09-19",116,10.03
482,"2015-08-19",116,20.11
483,"2012-12-09",116,17.05
484,"2012-05-27",116,17.43
485,"2014-04-01",116,11.89
486,"2010-02-03",117,1.08
487,"2013-01-15",117,5.4
488,"2012-05-13",117,23.96
489,"2015-07-05",118,5.45
490,"2011-10-28",119,18.66
491,"2013-11-15",119,6.92
492,"2013-11-11",119,5.78
493,"2012-02-16",119,2.67
494,"2013-04-22",119,25.59
495,"2012-09-24",119,9
496,"2015-01-23",119,5.63
497,"2013-09-21",119,3.54
498,"2014-05-29",119,1.88
499,"2014-05-10",119,9.82
500,"2014-04-17",120,14.05
501,"2014-10-12",120,3.74
502,"2015-06-19",120,2.9
503,"2014-07-24",120,3.69
504,"2015-04-07",120,6.24
505,"2015-02-16",120,16.44
506,"2014-09-23",120,12.97
507,"2013-03-19",121,3.33
508,"2015-10-28",121,7.97
509,"2010-09-15",122,5.09
510,"2015-04-15",122,7.34
511,"2012-11-11",122,12.59
512,"2011-05-31",122,1.76
513,"2013-09-11",123,1.32
514,"2011-12-12",124,9.63
515,"2014-01-14",124,1.62
516,"2013-09-22",124,18.1
517,"2013-10-24",124,12.2
518,"2013-03-06",124,17.53
519,"2014-07-14",125,0.64
520,"2015-08-13",125,4.31
521,"2015-11-08",125,15.19
522,"2015-12-03",125,11.06
523,"2012-10-23",126,5.01
524,"2014-08-16",126,2.84
525,"2010-04-29",127,2.44
526,"2014-10-28",127,3.01
527,"2015-12-16",127,5.25
528,"2010-05-11",127,18.24
529,"2012-09-18",127,2.27
530,"2014-06-27",127,8.17
531,"2013-04-07",127,15.33
532,"2015-09-07",128,7.52
533,"2013-06-13",129,12.75
534,"2015-05-06",130,4.87
535,"2013-03-09",131,7.24
536,"2013-05-14",131,3.08
537,"2013-11-28",131,9.55
538,"2011-10-07",132,10.86
539,"2012-08-02",133,9.7
540,"2013-03-09",133,20.8
541,"2014-11-11",133,11.75
542,"2013-12-13",133,3.21
543,"2014-02-14",133,3.49
544,"2015-06-06",133,2.71
545,"2014-09-04",133,13.03
546,"2014-07-04",133,0.69
547,"2015-11-05",133,0.69
548,"2013-05-18",133,17.97
549,"2015-04-18",133,10.24
550,"2015-07-06",134,15.54
551,"2010-06-28",135,2.98
552,"2014-08-03",135,12.96
553,"2011-04-08",135,0.39
554,"2014-12-06",135,6.5
555,"2011-05-14",135,2.4
556,"2015-05-10",135,2.27
557,"2010-06-29",135,20.96
558,"2012-01-30",135,1.69
559,"2010-08-30",135,1.33
560,"2010-09-08",135,13.41
561,"2014-01-29",135,13.85
562,"2011-08-20",136,11.23
563,"2013-03-14",136,5.62
564,"2011-10-22",136,3.85
565,"2014-03-15",136,8.56
566,"2012-02-20",137,5.71
567,"2013-04-16",138,7.97
568,"2014-01-17",139,19.89
569,"2014-07-27",139,12.13
570,"2014-12-08",140,21.37
571,"2015-01-25",140,18.16
572,"2015-08-03",140,4.87
573,"2015-12-08",140,2.49
574,"2015-09-09",141,4.06
575,"2015-12-24",141,4.38
576,"2015-01-27",142,10.32
577,"2015-11-02",143,0.9
578,"2015-02-09",144,1.91
579,"2015-06-10",144,12.44
580,"2015-09-13",144,1.42
581,"2015-11-04",144,10.11
582,"2012-08-12",145,18.06
583,"2013-03-16",145,30.43
584,"2013-02-28",146,6.98
585,"2013-10-16",146,0.82
586,"2014-07-15",146,8.98
587,"2011-12-26",147,1.71
588,"2012-11-06",147,2.17
589,"2015-03-09",147,2.52
590,"2015-07-19",148,5.22
591,"2015-10-24",148,4.24
592,"2015-04-20",149,0.05
593,"2015-12-05",149,8.64
594,"2011-03-24",150,3.46
595,"2013-06-22",150,7.3
596,"2011-08-23",150,2.82
597,"2015-09-19",151,7.98
598,"2010-03-23",152,2.91
599,"2013-12-02",152,6.45
600,"2011-10-21",152,7.88
601,"2012-03-09",152,0.89
602,"2011-02-01",152,10.82
603,"2013-07-27",152,5.55
604,"2013-04-07",152,12.62
605,"2011-11-19",152,7.78
606,"2015-03-25",153,16.18
607,"2015-08-02",153,8.87
608,"2015-11-20",153,13.95
609,"2015-12-24",153,0.53
610,"2014-06-03",154,1.08
611,"2010-05-23",155,26.67
612,"2014-01-14",155,14.73
613,"2014-11-23",155,12.2
614,"2015-01-10",155,18.27
615,"2015-08-05",155,3.16
616,"2010-10-08",156,10.67
617,"2015-12-25",157,1.29
618,"2014-01-18",158,0.58
619,"2014-02-23",159,0.18
620,"2014-03-27",159,2.3
621,"2011-09-27",160,0.49
622,"2013-01-14",160,14.23
623,"2014-01-06",160,2.75
624,"2013-09-21",160,4.47
625,"2013-10-29",160,16.11
626,"2015-02-12",160,3.52
627,"2013-06-17",160,0.74
628,"2010-05-30",161,2.63
629,"2013-10-11",161,15.75
630,"2011-01-05",161,11.07
631,"2015-08-24",162,5.79
632,"2015-09-05",162,10.81
633,"2014-12-06",163,1.24
634,"2015-02-22",163,6.69
635,"2015-05-15",163,11.77
636,"2011-10-30",164,0.42
637,"2012-09-26",164,4.41
638,"2011-10-26",165,5.66
639,"2013-08-27",165,7.41
640,"2014-06-24",165,13.61
641,"2013-01-04",166,15.47
642,"2015-08-17",166,1.65
643,"2013-03-31",166,12.69
644,"2013-06-13",166,6.67
645,"2015-08-29",166,12.84
646,"2014-09-17",166,1.5
647,"2015-11-23",167,0.61
648,"2013-03-25",168,27.26
649,"2015-10-30",168,5.71
650,"2013-10-24",168,9.41
651,"2015-11-06",168,8.66
652,"2011-02-16",169,6.78
653,"2015-12-29",169,4.17
654,"2014-01-18",170,0.18
655,"2015-12-21",170,10.43
656,"2015-12-17",170,16.1
657,"2014-03-10",170,0.55
658,"2015-07-23",170,5.18
659,"2012-08-08",171,16.88
660,"2013-10-10",171,4.18
661,"2012-10-22",171,1.87
662,"2015-11-21",171,13.19
663,"2011-07-03",172,1.83
664,"2013-07-15",172,10.39
665,"2014-11-29",173,4.46
666,"2015-05-14",173,3.16
667,"2010-12-17",174,17.54
668,"2014-08-06",174,0.42
669,"2012-09-06",174,4.52
670,"2013-04-29",174,8.07
671,"2012-05-30",174,1.33
672,"2010-06-29",175,0.23
673,"2011-08-25",175,2.96
674,"2012-06-27",175,4.95
675,"2015-10-02",175,2.18
676,"2012-05-28",175,6.92
677,"2014-07-05",176,6.56
678,"2014-10-02",177,1.28
679,"2015-08-26",177,19.09
680,"2015-04-20",177,4.62
681,"2012-02-10",178,7.44
682,"2013-01-15",178,18.63
683,"2015-09-16",178,12.58
684,"2011-01-07",179,0.82
685,"2014-08-24",179,6.94
686,"2015-12-11",179,15
687,"2010-10-22",180,2.89
688,"2012-02-20",181,16.67
689,"2013-06-16",181,16.32
690,"2012-03-03",181,5.84
691,"2014-11-29",181,12.7
692,"2014-10-23",181,0.11
693,"2010-06-19",182,6.38
694,"2014-07-08",182,5.8
695,"2014-10-17",182,7.09
696,"2015-03-08",182,18.88
697,"2013-06-23",182,14.48
698,"2015-07-19",182,4.1
699,"2012-07-19",182,23.27
700,"2015-04-24",182,1.2
701,"2014-01-29",182,7.21
702,"2013-12-31",182,7.54
703,"2012-06-11",182,0.23
704,"2015-08-01",183,1.02
705,"2015-09-06",183,2.23
706,"2013-03-23",184,17.45
707,"2015-01-29",184,4.16
708,"2013-05-10",184,22.54
709,"2014-11-04",184,10.15
710,"2014-02-07",184,2.09
711,"2011-08-22",185,3.32
712,"2013-06-01",185,8
713,"2014-09-30",185,2.38
714,"2012-09-08",185,4.99
715,"2013-10-09",186,6.99
716,"2015-12-03",186,1.23
717,"2012-04-25",187,8.53
718,"2012-05-17",187,2.48
719,"2012-08-05",187,12.1
720,"2014-10-25",187,1.86
721,"2014-07-04",187,0.32
722,"2013-05-25",187,15.59
723,"2013-07-30",187,11.64
724,"2015-04-01",187,6.63
725,"2014-01-26",187,6.45
726,"2013-09-06",188,9.34
727,"2014-10-10",188,1.09
728,"2014-12-24",188,23.16
729,"2010-03-24",189,11.02
730,"2010-11-06",189,19.16
731,"2011-09-29",189,21.74
732,"2011-09-17",189,13.65
733,"2015-05-25",189,5.48
734,"2013-09-25",189,12.73
735,"2010-05-05",189,2.3
736,"2010-08-25",189,16.92
737,"2011-02-06",189,1.29
738,"2013-07-28",189,3.7
739,"2013-04-23",189,3.36
740,"2012-03-03",189,8.88
741,"2014-10-01",189,7.84
742,"2012-05-03",189,12.39
743,"2015-03-29",189,1.14
744,"2013-09-28",190,8.9
745,"2015-01-18",190,9.81
746,"2014-06-14",190,6.15
747,"2015-12-05",191,2.5
748,"2013-06-22",192,11.57
749,"2013-12-13",192,14.21
750,"2014-05-31",192,10.77
751,"2014-02-25",192,2.74
752,"2013-08-16",192,8.87
753,"2011-07-08",193,5.05
754,"2012-12-04",193,10.5
755,"2011-12-10",193,4.13
756,"2014-09-29",193,5.17
757,"2012-12-27",193,12.98
758,"2015-08-28",193,0.23
759,"2013-01-16",194,14.97
760,"2014-02-07",195,4.37
761,"2014-12-18",195,4.92
762,"2013-10-30",196,17.34
763,"2014-11-13",196,12.06
764,"2010-09-27",197,16.82
765,"2011-09-11",197,10.71
766,"2012-10-21",197,11.02
767,"2013-05-21",197,19.04
768,"2014-01-04",197,0.85
769,"2015-04-26",198,8.92
770,"2012-02-11",199,1.54
771,"2012-03-15",199,4.43
772,"2013-01-31",199,8.02
773,"2015-01-02",199,2.12
774,"2013-10-13",199,19.97
775,"2012-04-10",199,11.01
776,"2015-05-06",199,20.5
777,"2012-08-20",199,4.92
778,"2013-01-30",199,13.94
779,"2014-04-24",199,11.77
780,"2015-03-20",199,13.28
781,"2013-02-16",199,13
782,"2014-12-27",200,1.34
783,"2015-06-16",200,4.69
784,"2015-02-23",200,8.62
785,"2015-04-20",201,10.75
786,"2015-06-05",201,12.16
787,"2015-10-01",201,4.1
788,"2012-01-10",202,1.31
789,"2013-12-11",202,4.53
790,"2012-09-15",203,14.94
791,"2014-08-08",203,0.51
792,"2012-10-03",203,7.68
793,"2014-02-04",203,3.31
794,"2014-07-11",203,4.63
795,"2013-10-10",203,6.37
796,"2013-09-20",203,4.52
797,"2013-03-04",203,1.26
798,"2012-10-31",203,12.99
799,"2015-12-20",203,2.27
800,"2011-06-24",204,13.83
801,"2015-10-25",204,7.94
802,"2011-09-13",205,2.65
803,"2013-08-29",206,4.1
804,"2010-05-31",207,8.11
805,"2014-04-24",207,9.02
806,"2015-05-11",207,4.26
807,"2010-08-10",207,4.6
808,"2013-01-22",207,13.12
809,"2010-08-23",207,10.2
810,"2015-03-21",208,4.27
811,"2015-12-12",209,2.38
812,"2010-06-11",210,7.08
813,"2011-10-07",210,15.88
814,"2010-01-05",211,0.67
815,"2014-10-17",211,23.7
816,"2014-07-13",211,2.79
817,"2014-05-02",211,5.49
818,"2011-04-20",211,5.58
819,"2010-07-14",211,3.17
820,"2010-02-19",211,21.4
821,"2015-10-06",211,6.7
822,"2011-08-25",211,3.38
823,"2012-04-26",211,1.48
824,"2010-11-06",211,7.86
825,"2011-03-16",211,4.95
826,"2012-01-12",212,0.81
827,"2012-07-11",212,3.74
828,"2014-07-14",212,4.32
829,"2013-02-19",212,4.14
830,"2013-05-24",213,8.21
831,"2014-03-01",213,8.91
832,"2013-11-15",213,5.9
833,"2014-10-29",213,4.64
834,"2013-10-15",213,11.92
835,"2015-02-11",213,0.51
836,"2014-09-23",214,13.44
837,"2015-02-02",214,15.99
838,"2015-10-21",214,8.84
839,"2011-03-20",215,11.82
840,"2012-10-13",215,5.4
841,"2014-01-23",215,8.99
842,"2013-05-18",215,3.41
843,"2013-05-07",215,17.49
844,"2013-05-07",215,14.62
845,"2012-02-21",215,17.97
846,"2011-03-30",216,4.44
847,"2013-06-28",216,8.68
848,"2011-04-29",216,1.81
849,"2014-02-18",217,10.44
850,"2014-03-10",217,5.38
851,"2015-04-18",217,9.43
852,"2014-10-19",217,0.61
853,"2013-08-17",218,6.63
854,"2015-01-07",218,2.46
855,"2012-04-02",219,12.45
856,"2014-08-22",219,7.99
857,"2014-03-15",219,0.38
858,"2013-10-22",219,2.81
859,"2015-04-22",219,9.2
860,"2013-03-24",219,1.49
861,"2013-03-06",219,3.17
862,"2014-03-15",219,0.84
863,"2014-08-13",220,8.03
864,"2014-10-02",220,13.91
865,"2014-09-14",220,4.5
866,"2015-01-17",220,8.64
867,"2015-11-12",221,0.64
868,"2013-01-22",222,0.29
869,"2015-08-23",222,10.76
870,"2012-01-07",223,8.83
871,"2013-04-03",223,20.26
872,"2012-12-02",223,7.21
873,"2012-04-24",224,14.94
